date,census_district_name,census_state_name,commodity_name,min_price,max_price,modal_price
2023-11-17,Sultanpur,UTTAR PRADESH,Wheat,2450.0,2600.0,2510.0
2023-09-12,Hardoi,UTTAR PRADESH,Rice,2580.0,2630.0,2600.0
2023-03-24,Rae Bareli,UTTAR PRADESH,Rice,2560.0,2600.0,2570.0
2023-06-09,Jhabua,MADHYA PRADESH,Wheat,2346.0,2346.0,2346.0
2023-05-14,Fatehabad,HARYANA,Wheat,2175.0,2175.0,2175.0
2023-09-20,Rampur,UTTAR PRADESH,Wheat,2230.0,2270.0,2250.0
2023-07-28,Kheri,UTTAR PRADESH,Wheat,2175.0,2375.0,2275.0
2023-09-01,Buldana,MAHARASHTRA,Wheat,2150.0,2400.0,2400.0
2023-12-11,West Tripura ,TRIPURA,Rice,3700.0,4100.0,3900.0
2023-02-06,Ambedkar Nagar,UTTAR PRADESH,Rice,2500.0,2535.0,2525.0
2023-06-23,Khargone (West Nimar),MADHYA PRADESH,Wheat,2200.0,2300.0,2200.0
2023-06-03,Chhatarpur,MADHYA PRADESH,Wheat,2200.0,2260.0,2230.0
2023-09-07,Ballia,UTTAR PRADESH,Rice,2560.0,2690.0,2620.0
2023-10-06,Mahrajganj,UTTAR PRADESH,Wheat,2275.0,2475.0,2355.0
2023-08-31,Rajgarh,MADHYA PRADESH,Wheat,2000.0,2440.0,2200.0
2023-11-06,Hardoi,UTTAR PRADESH,Wheat,2350.0,2400.0,2390.0
2023-12-08,Akola,MAHARASHTRA,Wheat,2350.0,2675.0,2505.0
2023-04-06,Shimoga,KARNATAKA,Rice,1900.0,2700.0,2250.0
2023-07-16,Guna,MADHYA PRADESH,Wheat,2125.0,2125.0,2125.0
2023-04-11,Shivpuri,MADHYA PRADESH,Wheat,1900.0,2070.0,1990.0
2023-04-18,Raisen,MADHYA PRADESH,Wheat,1880.0,2070.0,1980.0
2023-12-04,Narsimhapur,MADHYA PRADESH,Wheat,2401.0,2530.0,2490.0
2023-01-24,Kendujhar,ODISHA,Rice,2800.0,2900.0,2900.0
2023-06-14,Raisen,MADHYA PRADESH,Wheat,1901.0,2300.0,2150.0
2023-11-29,Bangalore,KARNATAKA,Rice,5000.0,5400.0,5200.0
2023-02-05,Purba Medinipur,WEST BENGAL,Rice,2600.0,2800.0,2700.0
2023-08-11,Banda,UTTAR PRADESH,Wheat,2230.0,2340.0,2300.0
2023-03-02,Purba Medinipur,WEST BENGAL,Rice,3200.0,3400.0,3300.0
2023-11-29,Mainpuri,UTTAR PRADESH,Wheat,2360.0,2380.0,2371.0
2023-09-19,Chhatarpur,MADHYA PRADESH,Wheat,2340.0,2350.0,2350.0
2023-06-18,Dausa,RAJASTHAN,Wheat,2080.0,2190.0,2135.0
2023-04-17,Mansa,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-03-11,Kolar,KARNATAKA,Rice,4500.0,5600.0,5000.0
2023-06-15,Khargone (West Nimar),MADHYA PRADESH,Wheat,1900.0,2201.0,2100.0
2023-05-15,Ghaziabad,UTTAR PRADESH,Wheat,2125.0,2260.0,2150.0
2023-04-12,Kannauj,UTTAR PRADESH,Rice,2300.0,2400.0,2350.0
2023-01-18,Farrukhabad,UTTAR PRADESH,Wheat,2720.0,2770.0,2750.0
2023-04-15,Hugli ,WEST BENGAL,Rice,2650.0,2750.0,2700.0
2023-04-02,Jhansi,UTTAR PRADESH,Rice,2510.0,2530.0,2520.0
2023-03-04,Osmanabad,MAHARASHTRA,Wheat,2000.0,2600.0,2400.0
2023-06-27,Junagadh,GUJARAT,Wheat,2100.0,2445.0,2200.0
2023-06-15,Dhule,MAHARASHTRA,Wheat,2150.0,2800.0,2450.0
2023-04-26,Jodhpur,RAJASTHAN,Wheat,2500.0,3300.0,2900.0
2023-02-25,Maldah ,WEST BENGAL,Rice,2700.0,2900.0,2800.0
2023-10-21,Sagar,MADHYA PRADESH,Wheat,2355.0,2410.0,2380.0
2023-08-07,Jhabua,MADHYA PRADESH,Wheat,2300.0,2300.0,2300.0
2023-10-08,Birbhum,WEST BENGAL,Wheat,2900.0,3000.0,2950.0
2023-11-12,Shajapur,MADHYA PRADESH,Wheat,2490.0,3090.0,2745.0
2023-11-28,Haora ,WEST BENGAL,Rice,3500.0,3700.0,3600.0
2023-07-24,Nagpur,MAHARASHTRA,Wheat,2300.0,2366.0,2350.0
2023-08-25,Ghazipur,UTTAR PRADESH,Rice,2600.0,2630.0,2615.0
2023-12-23,Tikamgarh,MADHYA PRADESH,Wheat,2245.0,2265.0,2260.0
2023-06-07,Kanpur Dehat,UTTAR PRADESH,Rice,2250.0,2500.0,2345.0
2023-06-09,Latur,MAHARASHTRA,Wheat,2650.0,2650.0,2650.0
2023-10-07,West Tripura ,TRIPURA,Rice,2700.0,3000.0,2900.0
2023-10-25,Bahraich,UTTAR PRADESH,Rice,2550.0,2800.0,2680.0
2023-03-19,Balrampur,UTTAR PRADESH,Wheat,2200.0,2280.0,2245.0
2023-12-28,Sagar,MADHYA PRADESH,Wheat,2696.0,3426.0,2391.0
2023-05-22,Datia,MADHYA PRADESH,Wheat,2060.0,2282.0,2200.0
2023-07-29,Deoria,UTTAR PRADESH,Rice,2710.0,2730.0,2720.0
2023-04-21,Seoni,MADHYA PRADESH,Wheat,1080.0,2030.0,2030.0
2023-01-20,Dewas,MADHYA PRADESH,Wheat,2750.0,2825.0,2791.0
2023-04-07,Guna,MADHYA PRADESH,Wheat,2125.0,2400.0,2260.0
2023-02-12,Rajgarh,MADHYA PRADESH,Wheat,2360.0,2455.0,2390.0
2023-05-20,Vidisha,MADHYA PRADESH,Wheat,2250.0,3921.0,2700.0
2023-05-27,Kanpur Dehat,UTTAR PRADESH,Wheat,2150.0,2190.0,2170.0
2023-02-02,Ahmadnagar,MAHARASHTRA,Wheat,2000.0,2400.0,2200.0
2023-06-22,Baran,RAJASTHAN,Wheat,2159.0,2176.0,2167.0
2023-03-29,Kendujhar,ODISHA,Rice,2900.0,3000.0,3000.0
2023-12-19,Kheri,UTTAR PRADESH,Wheat,2360.0,2560.0,2460.0
2023-04-26,Buldana,MAHARASHTRA,Wheat,1900.0,3010.0,2300.0
2023-10-31,Balaghat,MADHYA PRADESH,Wheat,2130.0,2130.0,2130.0
2023-04-29,Satara,MAHARASHTRA,Wheat,2300.0,2500.0,2400.0
2023-11-06,Hanumangarh,RAJASTHAN,Wheat,2551.0,2566.0,2560.0
2023-03-22,Pratapgarh,UTTAR PRADESH,Wheat,2200.0,2300.0,2250.0
2023-07-15,Basti,UTTAR PRADESH,Wheat,2125.0,2325.0,2250.0
2023-10-04,Saharanpur,UTTAR PRADESH,Wheat,2260.0,2380.0,2325.0
2023-08-23,Mahrajganj,UTTAR PRADESH,Rice,2675.0,2825.0,2750.0
2023-02-25,Sagar,MADHYA PRADESH,Wheat,2100.0,2200.0,2150.0
2023-03-25,Indore,MADHYA PRADESH,Wheat,1800.0,2738.0,1915.0
2023-09-28,Dewas,MADHYA PRADESH,Wheat,2010.0,2840.0,2350.0
2023-08-02,Murshidabad ,WEST BENGAL,Wheat,2200.0,2300.0,2255.0
2023-04-15,Purba Medinipur,WEST BENGAL,Rice,2700.0,2900.0,2800.0
2023-03-17,Barwani ,MADHYA PRADESH,Wheat,2000.0,2200.0,2200.0
2023-05-23,Barddhaman ,WEST BENGAL,Rice,3950.0,4000.0,4000.0
2023-06-23,Chitrakoot,UTTAR PRADESH,Wheat,2125.0,2200.0,2150.0
2023-03-17,Muzaffarnagar,UTTAR PRADESH,Rice,2920.0,3075.0,3000.0
2023-07-26,Muzaffarnagar,UTTAR PRADESH,Rice,2920.0,2960.0,2940.0
2023-06-14,Thane,MAHARASHTRA,Wheat,2500.0,3000.0,2850.0
2023-02-10,Pune,MAHARASHTRA,Wheat,4300.0,5400.0,4850.0
2023-08-21,Bijapur,KARNATAKA,Wheat,2400.0,3200.0,2800.0
2023-05-09,Gandhinagar,GUJARAT,Wheat,2100.0,2250.0,2175.0
2023-10-11,Sitapur,UTTAR PRADESH,Rice,2580.0,2620.0,2600.0
2023-08-25,Mandsaur,MADHYA PRADESH,Wheat,2150.0,2591.0,2350.0
2023-01-31,Nandurbar,MAHARASHTRA,Wheat,2600.0,2600.0,2600.0
2023-05-06,Ghazipur,UTTAR PRADESH,Wheat,2100.0,2160.0,2130.0
2023-06-21,Kheri,UTTAR PRADESH,Wheat,2190.0,2360.0,2320.0
2023-05-02,Nagpur,MAHARASHTRA,Wheat,2800.0,3000.0,2950.0
2023-04-11,Kolar,KARNATAKA,Rice,2200.0,2300.0,2250.0
2023-07-07,Jaunpur,UTTAR PRADESH,Rice,2620.0,2690.0,2660.0
2023-02-09,Dewas,MADHYA PRADESH,Wheat,2350.0,2350.0,2350.0
2023-07-21,West Tripura ,TRIPURA,Rice,2700.0,3000.0,2800.0
2023-08-29,Balrampur,UTTAR PRADESH,Wheat,2310.0,2400.0,2350.0
2023-05-14,Tikamgarh,MADHYA PRADESH,Wheat,2010.0,2126.0,2126.0
2023-11-28,Ratlam,MADHYA PRADESH,Wheat,2510.0,3140.0,2730.0
2023-12-20,Bahraich,UTTAR PRADESH,Wheat,2380.0,2530.0,2460.0
2023-06-26,Thane,MAHARASHTRA,Rice,3220.0,4950.0,3590.0
2023-02-04,Panna,MADHYA PRADESH,Wheat,2350.0,2350.0,2350.0
2023-05-03,Uttar Dinajpur,WEST BENGAL,Wheat,2900.0,3000.0,2950.0
2023-07-22,Banas Kantha,GUJARAT,Wheat,2125.0,2130.0,2130.0
2023-11-04,Hamirpur,UTTAR PRADESH,Rice,2550.0,2675.0,2650.0
2023-05-21,Sagar,MADHYA PRADESH,Wheat,2150.0,2202.0,2176.0
2023-06-13,Gautam Buddha Nagar,UTTAR PRADESH,Rice,8150.0,8550.0,8350.0
2023-02-17,Bhandara,MAHARASHTRA,Rice,3300.0,3300.0,3300.0
2023-04-21,Yamunanagar,HARYANA,Wheat,2125.0,2125.0,2125.0
2023-09-20,Raigarh,MAHARASHTRA,Rice,1000.0,1500.0,1200.0
2023-07-25,Nadia ,WEST BENGAL,Rice,2800.0,3200.0,3000.0
2023-04-18,Shivpuri,MADHYA PRADESH,Wheat,1940.0,2135.0,2030.0
2023-09-26,Balrampur,UTTAR PRADESH,Rice,2560.0,2790.0,2690.0
2023-10-17,Sehore,MADHYA PRADESH,Wheat,2400.0,3031.0,2520.0
2023-08-23,Mahrajganj,UTTAR PRADESH,Wheat,2175.0,2325.0,2250.0
2023-08-02,Barddhaman ,WEST BENGAL,Rice,4000.0,4100.0,4000.0
2023-04-07,Sitapur,UTTAR PRADESH,Rice,2300.0,2350.0,2325.0
2023-08-15,Singrauli,MADHYA PRADESH,Wheat,2150.0,2150.0,2150.0
2023-08-29,Bundi,RAJASTHAN,Wheat,2300.0,2501.0,2401.0
2023-07-27,Tonk,RAJASTHAN,Wheat,2105.0,2188.0,2160.0
2023-04-28,Dewas,MADHYA PRADESH,Wheat,1850.0,2480.0,2270.0
2023-04-02,Uttar Dinajpur,WEST BENGAL,Wheat,2900.0,3000.0,2950.0
2023-01-14,Washim,MAHARASHTRA,Wheat,2200.0,2650.0,2500.0
2023-08-26,Etawah,UTTAR PRADESH,Wheat,2230.0,2310.0,2265.0
2023-08-09,Dewas,MADHYA PRADESH,Wheat,2300.0,2974.0,2637.0
2023-12-22,Udham Singh Nagar,UTTARAKHAND,Rice,2700.0,4600.0,3400.0
2023-07-12,Unnao,UTTAR PRADESH,Wheat,2125.0,2300.0,2285.0
2023-04-07,Deoria,UTTAR PRADESH,Rice,2630.0,2650.0,2640.0
2023-02-23,Arwal ,BIHAR,Rice,4600.0,4850.0,4700.0
2023-07-03,Gonda,UTTAR PRADESH,Rice,2720.0,2760.0,2740.0
2023-12-05,Ratlam,MADHYA PRADESH,Wheat,2399.0,3250.0,3250.0
2023-05-25,Dhule,MAHARASHTRA,Wheat,2000.0,2650.0,2330.0
2023-02-04,Jamnagar,GUJARAT,Wheat,2700.0,3000.0,2850.0
2023-12-06,Ghaziabad,UTTAR PRADESH,Rice,2900.0,3050.0,2960.0
2023-04-10,Sehore,MADHYA PRADESH,Wheat,3150.0,4000.0,3510.0
2023-10-07,Gonda,UTTAR PRADESH,Wheat,2360.0,2390.0,2370.0
2023-03-09,Nagpur,MAHARASHTRA,Wheat,1800.0,2181.0,2075.0
2023-07-27,Pune,MAHARASHTRA,Wheat,2000.0,2511.0,2300.0
2023-04-08,Kendujhar,ODISHA,Rice,2900.0,3000.0,3000.0
2023-07-04,Paschim Medinipur,WEST BENGAL,Rice,3900.0,4100.0,4000.0
2023-03-28,Guna,MADHYA PRADESH,Wheat,1880.0,2220.0,2015.0
2023-05-08,Raigarh,MAHARASHTRA,Wheat,2000.0,2500.0,2300.0
2023-03-25,Aurangabad,MAHARASHTRA,Wheat,1900.0,2655.0,2277.0
2023-07-28,Sehore,MADHYA PRADESH,Wheat,2481.0,2661.0,2575.0
2023-01-16,Nadia ,WEST BENGAL,Rice,4100.0,4300.0,4200.0
2023-01-17,Hardoi,UTTAR PRADESH,Wheat,2540.0,2755.0,2650.0
2023-08-05,Kannauj,UTTAR PRADESH,Wheat,2150.0,2300.0,2210.0
2023-11-18,Mahoba,UTTAR PRADESH,Wheat,2300.0,2400.0,2350.0
2023-08-16,Pratapgarh,RAJASTHAN,Wheat,2390.0,2812.0,2495.0
2023-02-27,Gulbarga,KARNATAKA,Rice,2150.0,2800.0,2410.0
2023-11-29,Shajapur,MADHYA PRADESH,Wheat,2300.0,2551.0,2400.0
2023-11-09,Birbhum,WEST BENGAL,Wheat,2300.0,2400.0,2350.0
2023-01-04,Aligarh,UTTAR PRADESH,Rice,2930.0,2970.0,2950.0
2023-03-22,Hugli ,WEST BENGAL,Rice,3600.0,3800.0,3700.0
2023-08-02,Hamirpur,UTTAR PRADESH,Wheat,2200.0,2250.0,2225.0
2023-08-28,Bharatpur,RAJASTHAN,Wheat,2205.0,2249.0,2244.0
2023-08-17,Gandhinagar,GUJARAT,Wheat,2150.0,2300.0,2225.0
2023-05-25,Guna,MADHYA PRADESH,Wheat,2025.0,3850.0,2210.0
2023-10-25,Rajkot,GUJARAT,Wheat,2435.0,2895.0,2665.0
2023-03-19,Bankura ,WEST BENGAL,Rice,2800.0,2900.0,2860.0
2023-12-30,Bharatpur,RAJASTHAN,Wheat,2400.0,2400.0,2400.0
2023-03-01,Rewa,MADHYA PRADESH,Wheat,2000.0,2110.0,2015.0
2023-02-06,Jalgaon,MAHARASHTRA,Wheat,2475.0,2475.0,2475.0
2023-05-31,Etawah,UTTAR PRADESH,Wheat,2180.0,2260.0,2230.0
2023-07-05,Mandsaur,MADHYA PRADESH,Wheat,4100.0,4758.0,4500.0
2023-12-11,Jalna,MAHARASHTRA,Wheat,2200.0,3311.0,2760.0
2023-10-13,Farrukhabad,UTTAR PRADESH,Wheat,2280.0,2320.0,2300.0
2023-08-05,West Tripura ,TRIPURA,Rice,3900.0,4100.0,4000.0
2023-09-10,Basti,UTTAR PRADESH,Rice,2720.0,2820.0,2770.0
2023-08-22,Thane,MAHARASHTRA,Rice,3505.0,3505.0,3505.0
2023-06-01,Purba Medinipur,WEST BENGAL,Rice,3200.0,3400.0,3300.0
2023-02-19,Nadia ,WEST BENGAL,Rice,4000.0,4200.0,4100.0
2023-06-16,Nagpur,MAHARASHTRA,Wheat,3000.0,3200.0,3150.0
2023-10-20,Sitapur,UTTAR PRADESH,Wheat,2300.0,2340.0,2320.0
2023-04-10,Barddhaman ,WEST BENGAL,Rice,3100.0,3400.0,3300.0
2023-02-21,Sagar,MADHYA PRADESH,Wheat,2450.0,2600.0,2525.0
2023-05-18,Osmanabad,MAHARASHTRA,Wheat,1900.0,2700.0,2451.0
2023-02-06,Baran,RAJASTHAN,Wheat,2481.0,2501.0,2491.0
2023-06-17,Pilibhit,UTTAR PRADESH,Wheat,2200.0,2300.0,2250.0
2023-05-16,Amravati,MAHARASHTRA,Wheat,2400.0,2550.0,2475.0
2023-02-23,Raisen,MADHYA PRADESH,Wheat,2011.0,2338.0,2280.0
2023-01-30,Ballia,UTTAR PRADESH,Rice,2540.0,2700.0,2610.0
2023-11-20,Maldah ,WEST BENGAL,Rice,3750.0,3850.0,3800.0
2023-07-15,Fatehpur,UTTAR PRADESH,Wheat,2250.0,2275.0,2260.0
2023-03-29,Kheri,UTTAR PRADESH,Rice,2200.0,2290.0,2270.0
2023-12-21,Allahabad ,UTTAR PRADESH,Wheat,2350.0,2550.0,2465.0
2023-12-05,Hardoi,UTTAR PRADESH,Wheat,2380.0,2460.0,2430.0
2023-04-30,Jalandhar,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-10-17,Rajkot,GUJARAT,Wheat,2495.0,2800.0,2585.0
2023-03-30,Mathura,UTTAR PRADESH,Rice,2800.0,3000.0,2900.0
2023-05-29,Lucknow,UTTAR PRADESH,Rice,2520.0,2620.0,2570.0
2023-04-28,Ratlam,MADHYA PRADESH,Wheat,1842.0,2124.0,2060.0
2023-07-01,Birbhum,WEST BENGAL,Wheat,2400.0,2500.0,2450.0
2023-02-14,Banas Kantha,GUJARAT,Wheat,2560.0,2965.0,2762.0
2023-10-12,Sagar,MADHYA PRADESH,Wheat,2250.0,2810.0,2530.0
2023-12-29,Gulbarga,KARNATAKA,Rice,3000.0,4350.0,3800.0
2023-08-09,Budaun,UTTAR PRADESH,Rice,2700.0,2780.0,2730.0
2023-04-20,Ratlam,MADHYA PRADESH,Wheat,2126.0,2950.0,2385.0
2023-08-23,Amreli,GUJARAT,Wheat,2405.0,2405.0,2405.0
2023-06-14,Siddharthnagar,UTTAR PRADESH,Wheat,2210.0,2290.0,2240.0
2023-09-14,Datia,MADHYA PRADESH,Wheat,2405.0,2490.0,2480.0
2023-10-27,Murshidabad ,WEST BENGAL,Wheat,2280.0,2400.0,2330.0
2023-06-11,Kolkata,WEST BENGAL,Rice,3250.0,3300.0,3300.0
2023-08-16,Jhansi,UTTAR PRADESH,Wheat,2200.0,2400.0,2350.0
2023-02-01,Balrampur,UTTAR PRADESH,Rice,2500.0,2600.0,2550.0
2023-08-03,Sabar Kantha,GUJARAT,Wheat,2430.0,2685.0,2558.0
2023-03-19,Neemuch ,MADHYA PRADESH,Wheat,1701.0,2651.0,2100.0
2023-02-03,Harda ,MADHYA PRADESH,Wheat,2369.0,2496.0,2430.0
2023-04-07,Hugli ,WEST BENGAL,Rice,2650.0,2750.0,2700.0
2023-09-30,Rajkot,GUJARAT,Wheat,2075.0,2400.0,2350.0
2023-06-03,Gandhinagar,GUJARAT,Wheat,2285.0,2330.0,2307.0
2023-03-07,Dhar,MADHYA PRADESH,Wheat,2100.0,2220.0,2100.0
2023-05-09,Tonk,RAJASTHAN,Wheat,2000.0,2500.0,2250.0
2023-08-24,Jabalpur,MADHYA PRADESH,Wheat,2250.0,2441.0,2378.0
2023-08-28,Ganganagar ,RAJASTHAN,Wheat,2125.0,2188.0,2188.0
2023-03-10,Jaunpur,UTTAR PRADESH,Rice,2500.0,2545.0,2520.0
2023-11-28,Banda,UTTAR PRADESH,Wheat,2350.0,2450.0,2400.0
2023-04-15,Shahjahanpur,UTTAR PRADESH,Rice,2575.0,2775.0,2675.0
2023-01-04,Burhanpur,MADHYA PRADESH,Wheat,2550.0,2600.0,2580.0
2023-07-08,Ambedkar Nagar,UTTAR PRADESH,Wheat,2270.0,2340.0,2300.0
2023-01-09,Bijapur,KARNATAKA,Wheat,2300.0,3500.0,2900.0
2023-03-11,Indore,MADHYA PRADESH,Wheat,1800.0,2320.0,1925.0
2023-04-13,Banas Kantha,GUJARAT,Wheat,2725.0,3375.0,3050.0
2023-08-25,Bahraich,UTTAR PRADESH,Wheat,2330.0,2350.0,2340.0
2023-07-22,Pratapgarh,UTTAR PRADESH,Wheat,2200.0,2400.0,2295.0
2023-03-29,Kheri,UTTAR PRADESH,Rice,2210.0,2410.0,2310.0
2023-06-12,Alirajpur,MADHYA PRADESH,Wheat,2000.0,2200.0,2100.0
2023-08-28,North Tripura,TRIPURA,Rice,3500.0,3700.0,3600.0
2023-11-11,Janjgir - Champa,CHHATTISGARH,Wheat,2000.0,2000.0,2000.0
2023-03-29,Sagar,MADHYA PRADESH,Wheat,1875.0,1925.0,1900.0
2023-09-14,Pilibhit,UTTAR PRADESH,Rice,2740.0,2820.0,2785.0
2023-09-29,Hoshangabad,MADHYA PRADESH,Wheat,2420.0,2512.0,2454.0
2023-05-15,Gautam Buddha Nagar,UTTAR PRADESH,Rice,2800.0,3050.0,2900.0
2023-12-02,Nadia ,WEST BENGAL,Wheat,2300.0,2400.0,2350.0
2023-06-11,Balrampur,UTTAR PRADESH,Wheat,2300.0,2375.0,2325.0
2023-05-27,Dindori ,MADHYA PRADESH,Wheat,2130.0,2150.0,2140.0
2023-06-28,Morena,MADHYA PRADESH,Wheat,2125.0,2125.0,2125.0
2023-06-25,Damoh,MADHYA PRADESH,Wheat,2050.0,2130.0,2130.0
2023-01-31,Shivpuri,MADHYA PRADESH,Wheat,2300.0,2360.0,2330.0
2023-06-14,Jhansi,UTTAR PRADESH,Wheat,2140.0,2200.0,2180.0
2023-05-14,Rewa,MADHYA PRADESH,Wheat,2130.0,2140.0,2135.0
2023-04-22,Murshidabad ,WEST BENGAL,Rice,3500.0,3600.0,3550.0
2023-05-06,Mumbai,MAHARASHTRA,Wheat,2600.0,5000.0,3800.0
2023-08-19,Bankura ,WEST BENGAL,Wheat,2600.0,2850.0,2800.0
2023-12-28,Hardoi,UTTAR PRADESH,Wheat,2400.0,2470.0,2440.0
2023-11-16,Barddhaman ,WEST BENGAL,Rice,3350.0,3450.0,3400.0
2023-08-28,Kolar,KARNATAKA,Rice,2500.0,2700.0,2600.0
2023-08-11,Ratlam,MADHYA PRADESH,Wheat,2406.0,3170.0,2500.0
2023-04-11,Pune,MAHARASHTRA,Wheat,2700.0,2900.0,2800.0
2023-05-13,Bankura ,WEST BENGAL,Rice,4600.0,4700.0,4650.0
2023-09-15,Patan  ,GUJARAT,Wheat,2300.0,2840.0,2570.0
2023-05-31,Sheikhpura,BIHAR,Wheat,2200.0,2300.0,2250.0
2023-01-27,Satna,MADHYA PRADESH,Wheat,2500.0,2625.0,2563.0
2023-06-10,Rajkot,GUJARAT,Wheat,2000.0,2275.0,2125.0
2023-06-29,Bulandshahr ,UTTAR PRADESH,Wheat,2160.0,2200.0,2180.0
2023-11-08,Barddhaman ,WEST BENGAL,Wheat,2650.0,2800.0,2700.0
2023-06-21,Aurangabad,MAHARASHTRA,Wheat,2000.0,2880.0,2440.0
2023-04-18,Tikamgarh,MADHYA PRADESH,Wheat,1930.0,2132.0,2050.0
2023-10-11,Datia,MADHYA PRADESH,Wheat,2350.0,2395.0,2385.0
2023-10-07,Sagar,MADHYA PRADESH,Wheat,2300.0,2310.0,2305.0
2023-05-08,Sagar,MADHYA PRADESH,Wheat,2005.0,2315.0,2160.0
2023-10-30,Mandla,MADHYA PRADESH,Wheat,2250.0,2450.0,2450.0
2023-08-26,Satna,MADHYA PRADESH,Wheat,2290.0,2290.0,2290.0
2023-01-22,Mirzapur,UTTAR PRADESH,Rice,2500.0,2720.0,2610.0
2023-02-13,Tikamgarh,MADHYA PRADESH,Wheat,2250.0,2283.0,2266.0
2023-06-11,Ujjain,MADHYA PRADESH,Wheat,1351.0,2714.0,2275.0
2023-12-04,Gulbarga,KARNATAKA,Rice,3200.0,4300.0,3800.0
2023-11-24,Mainpuri,UTTAR PRADESH,Rice,2790.0,2990.0,2890.0
2023-12-20,Patan  ,GUJARAT,Wheat,2350.0,2860.0,2650.0
2023-04-27,Jaunpur,UTTAR PRADESH,Wheat,2030.0,2230.0,2130.0
2023-11-17,Farrukhabad,UTTAR PRADESH,Wheat,2550.0,2580.0,2570.0
2023-10-20,Jhalawar,RAJASTHAN,Wheat,2300.0,2750.0,2601.0
2023-06-22,Pilibhit,UTTAR PRADESH,Rice,2645.0,2720.0,2685.0
2023-07-03,Hardoi,UTTAR PRADESH,Wheat,2245.0,2300.0,2275.0
2023-10-05,Panna,MADHYA PRADESH,Wheat,2200.0,2305.0,2200.0
2023-08-05,Basti,UTTAR PRADESH,Rice,2680.0,2780.0,2730.0
2023-08-19,Hardoi,UTTAR PRADESH,Wheat,2290.0,2400.0,2325.0
2023-12-12,Amravati,MAHARASHTRA,Wheat,2400.0,2525.0,2462.0
2023-04-20,Sabar Kantha,GUJARAT,Wheat,2000.0,3935.0,2968.0
2023-09-26,Mumbai,MAHARASHTRA,Wheat,2800.0,6000.0,4400.0
2023-07-21,Aligarh,UTTAR PRADESH,Rice,2910.0,2950.0,2930.0
2023-09-30,Bidar,KARNATAKA,Wheat,2300.0,3000.0,2780.0
2023-10-30,Bulandshahr ,UTTAR PRADESH,Wheat,2210.0,2250.0,2240.0
2023-04-12,Etawah,UTTAR PRADESH,Wheat,2080.0,2150.0,2125.0
2023-04-01,Firozabad,UTTAR PRADESH,Rice,2850.0,2950.0,2900.0
2023-01-23,West Tripura ,TRIPURA,Rice,3750.0,3850.0,3800.0
2023-11-21,Raisen,MADHYA PRADESH,Wheat,2000.0,2725.0,2471.0
2023-06-24,Hugli ,WEST BENGAL,Rice,3900.0,4100.0,4000.0
2023-12-09,Gandhinagar,GUJARAT,Wheat,2250.0,2900.0,2600.0
2023-09-01,Rajgarh,MADHYA PRADESH,Wheat,2350.0,2650.0,2450.0
2023-04-22,Kendujhar,ODISHA,Rice,2800.0,2900.0,2900.0
2023-06-24,Dhule,MAHARASHTRA,Wheat,2055.0,2615.0,2411.0
2023-11-30,Bhilwara,RAJASTHAN,Wheat,2475.0,2560.0,2500.0
2023-10-28,Shajapur,MADHYA PRADESH,Wheat,2045.0,2480.0,2295.0
2023-03-31,Faizabad,UTTAR PRADESH,Rice,2500.0,2540.0,2515.0
2023-03-22,Banas Kantha,GUJARAT,Wheat,2050.0,2625.0,2337.5
2023-04-26,Jalandhar,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-05-04,Aligarh,UTTAR PRADESH,Wheat,2125.0,2135.0,2132.0
2023-08-22,Etawah,UTTAR PRADESH,Wheat,2240.0,2340.0,2290.0
2023-05-06,Mahendragarh,HARYANA,Wheat,2125.0,2125.0,2125.0
2023-05-15,Balrampur,UTTAR PRADESH,Wheat,2100.0,2185.0,2155.0
2023-07-11,Dausa,RAJASTHAN,Wheat,2080.0,2220.0,2200.0
2023-10-04,Mahrajganj,UTTAR PRADESH,Rice,2680.0,2830.0,2755.0
2023-06-16,Sitapur,UTTAR PRADESH,Rice,2450.0,2500.0,2475.0
2023-08-02,Raisen,MADHYA PRADESH,Wheat,2345.0,2500.0,2365.0
2023-03-30,Agra,UTTAR PRADESH,Wheat,2350.0,2380.0,2365.0
2023-12-07,Sagar,MADHYA PRADESH,Wheat,2380.0,2780.0,2580.0
2023-05-26,Rampur,UTTAR PRADESH,Wheat,2015.0,2240.0,2125.0
2023-01-24,Auraiya,UTTAR PRADESH,Rice,2300.0,2400.0,2350.0
2023-08-02,Bid,MAHARASHTRA,Wheat,2500.0,2800.0,2600.0
2023-10-13,Bareilly,UTTAR PRADESH,Rice,2725.0,2800.0,2775.0
2023-06-18,Sidhi,MADHYA PRADESH,Wheat,2130.0,2200.0,2130.0
2023-01-25,Mathura,UTTAR PRADESH,Rice,2800.0,2820.0,2815.0
2023-11-22,Sagar,MADHYA PRADESH,Wheat,2250.0,2350.0,2300.0
2023-03-04,Nagpur,MAHARASHTRA,Wheat,3200.0,3500.0,3425.0
2023-06-06,Kolar,KARNATAKA,Rice,6000.0,7000.0,6850.0
2023-02-20,Rajkot,GUJARAT,Wheat,2255.0,2770.0,2655.0
2023-09-05,Shimoga,KARNATAKA,Rice,3500.0,6500.0,5000.0
